True_Label,Predicted,Rounded
1,0.9903001189231873,1.0
0,0.9133533239364624,1.0
1,1.0371917486190796,1.0
0,0.8637643456459045,1.0
1,0.880890965461731,1.0
1,0.9737592935562134,1.0
0,0.7150832414627075,1.0
1,0.9949319958686829,1.0
0,0.7980485558509827,1.0
1,0.7108873724937439,1.0
0,0.6755426526069641,1.0
1,0.6238054037094116,1.0
1,0.7238993048667908,1.0
0,0.48735883831977844,0.0
0,0.7012609839439392,1.0
0,0.7433901429176331,1.0
0,1.416527509689331,1.0
0,0.46716487407684326,0.0
1,0.8125526309013367,1.0
1,0.8725188970565796,1.0
0,0.5768993496894836,1.0
1,0.7295446991920471,1.0
1,0.9239819645881653,1.0
1,0.8826961517333984,1.0
1,1.1940569877624512,1.0
0,0.8187207579612732,1.0
1,0.8430214524269104,1.0
0,0.7460421323776245,1.0
0,0.7217620611190796,1.0
0,0.5248158574104309,1.0
0,0.8015665411949158,1.0
0,0.6640011072158813,1.0
0,0.658785879611969,1.0
0,0.7662773728370667,1.0
1,0.7340237498283386,1.0
0,0.35069379210472107,0.0
1,0.9936832189559937,1.0
1,1.1137328147888184,1.0
1,0.862086832523346,1.0
0,0.7059625387191772,1.0
0,0.81658935546875,1.0
1,1.1402621269226074,1.0
0,0.30113962292671204,0.0
0,0.7285715937614441,1.0
1,0.7087629437446594,1.0
0,0.6998820304870605,1.0
0,0.705128014087677,1.0
0,0.8196644186973572,1.0
0,0.0,0.0
1,0.9569489359855652,1.0
1,1.199549674987793,1.0
0,0.6053463220596313,1.0
1,0.7912938594818115,1.0
0,0.5727559924125671,1.0
0,0.6290076375007629,1.0
1,0.9413034319877625,1.0
1,0.7223590016365051,1.0
1,0.8354389667510986,1.0
1,0.7698423266410828,1.0
0,0.0,0.0
1,0.7284946441650391,1.0
0,0.454794704914093,0.0
1,1.0689079761505127,1.0
1,0.4647178649902344,0.0
1,0.5060489773750305,1.0
1,0.561235249042511,1.0
0,0.671733021736145,1.0
1,1.2081891298294067,1.0
0,0.9052239656448364,1.0
1,0.8283957242965698,1.0
1,1.2437140941619873,1.0
0,0.5411729216575623,1.0
1,0.8489071130752563,1.0
1,0.7841361165046692,1.0
0,0.7485388517379761,1.0
0,0.8322390913963318,1.0
1,0.9773840308189392,1.0
0,1.1019806861877441,1.0
0,0.8409786820411682,1.0
1,0.860933244228363,1.0
0,0.8098102807998657,1.0
0,0.25811806321144104,0.0
1,0.8444721102714539,1.0
1,0.5610952973365784,1.0
1,0.7915698885917664,1.0
1,0.8546339273452759,1.0
1,0.914383053779602,1.0
0,0.8790337443351746,1.0
0,0.9884642958641052,1.0
1,0.9075952768325806,1.0
1,1.244669795036316,1.0
1,1.2430459260940552,1.0
0,0.8565101027488708,1.0
0,0.7039539217948914,1.0
1,0.8279075622558594,1.0
1,0.9691135883331299,1.0
0,0.5941514372825623,1.0
1,1.0400062799453735,1.0
1,0.9669708013534546,1.0
1,0.7626039385795593,1.0
0,0.5294926762580872,1.0
0,0.5040857195854187,1.0
0,0.5980558395385742,1.0
1,0.8012856841087341,1.0
0,0.5743436813354492,1.0
0,0.602124035358429,1.0
0,0.7232787013053894,1.0
0,0.999794065952301,1.0
0,0.6867417693138123,1.0
0,0.7518618106842041,1.0
0,0.5149855017662048,1.0
1,0.6414260268211365,1.0
1,1.098513126373291,1.0
1,0.7381605505943298,1.0
0,0.7782325744628906,1.0
0,0.6025277972221375,1.0
1,0.7822321653366089,1.0
0,0.7899031043052673,1.0
0,0.565695583820343,1.0
1,0.8392501473426819,1.0
1,0.45618265867233276,0.0
1,0.753570556640625,1.0
1,0.7654380798339844,1.0
0,0.726137101650238,1.0
0,0.6126077175140381,1.0
1,0.9101051688194275,1.0
0,0.8703529238700867,1.0
0,0.6366819143295288,1.0
1,0.8946488499641418,1.0
0,0.6573761701583862,1.0
1,1.0630162954330444,1.0
1,1.0304995775222778,1.0
0,0.729975163936615,1.0
0,0.9845603108406067,1.0
0,0.5955635905265808,1.0
1,0.8705553412437439,1.0
1,0.8730123043060303,1.0
1,0.9381033778190613,1.0
1,0.8532912135124207,1.0
1,0.754344642162323,1.0
1,1.0808534622192383,1.0
0,0.8768078684806824,1.0
1,1.1828590631484985,1.0
0,0.9696070551872253,1.0
1,1.1148254871368408,1.0
0,0.8130872249603271,1.0
0,1.031485676765442,1.0
1,0.8457443118095398,1.0
0,0.7285853624343872,1.0
0,1.014972448348999,1.0
1,0.7295517921447754,1.0
0,0.7681984901428223,1.0
0,0.7601738572120667,1.0
1,1.0001428127288818,1.0
0,0.8667338490486145,1.0
0,0.6369813084602356,1.0
0,0.7257476449012756,1.0
1,1.111244559288025,1.0
0,0.695056676864624,1.0
1,0.5528351664543152,1.0
0,0.5350982546806335,1.0
0,0.921763002872467,1.0
0,0.9158996939659119,1.0
1,0.9371362328529358,1.0
1,0.6737318634986877,1.0
1,0.8147825598716736,1.0
1,1.0830516815185547,1.0
1,0.5237454771995544,1.0
0,0.6472969055175781,1.0
1,0.6616876125335693,1.0
1,1.0711867809295654,1.0
0,0.4678570628166199,0.0
1,0.7547494173049927,1.0
1,0.8689976334571838,1.0
0,0.6642388701438904,1.0
1,0.7895825505256653,1.0
0,0.5575459003448486,1.0
1,1.292981505393982,1.0
0,0.7724918723106384,1.0
1,0.7054687738418579,1.0
1,1.1624982357025146,1.0
0,0.7393746972084045,1.0
1,1.1849428415298462,1.0
1,0.6599388718605042,1.0
0,0.7076727747917175,1.0
0,0.8687143921852112,1.0
1,1.1301103830337524,1.0
1,0.922055184841156,1.0
1,0.9270344972610474,1.0
1,0.9362691044807434,1.0
0,0.7926109433174133,1.0
0,0.5076683163642883,1.0
1,0.7342075705528259,1.0
0,0.8141272664070129,1.0
0,0.7661107778549194,1.0
0,0.7501446008682251,1.0
1,1.1640968322753906,1.0
0,0.3227374851703644,0.0
0,0.7878269553184509,1.0
1,0.9541637301445007,1.0
1,1.111679196357727,1.0
0,0.9967310428619385,1.0
0,0.32190027832984924,0.0
0,0.6603397727012634,1.0
0,0.8821577429771423,1.0
0,0.9183216691017151,1.0
1,0.829939603805542,1.0
1,1.0463716983795166,1.0
1,0.665550947189331,1.0
0,0.8545212149620056,1.0
1,0.7575589418411255,1.0
0,0.6804950833320618,1.0
0,0.4305976629257202,0.0
0,0.6480228900909424,1.0
0,0.8303456902503967,1.0
1,0.6887864470481873,1.0
1,0.7374168634414673,1.0
0,0.5572701692581177,1.0
0,0.7296242117881775,1.0
1,0.8936259746551514,1.0
0,0.6140128970146179,1.0
0,0.5545614361763,1.0
0,0.7195306420326233,1.0
1,0.9591148495674133,1.0
1,0.8010827302932739,1.0
1,0.8917921185493469,1.0
0,0.869720995426178,1.0
0,1.1788883209228516,1.0
1,0.9579475522041321,1.0
0,0.627843976020813,1.0
1,0.7146571278572083,1.0
0,0.7977869510650635,1.0
1,1.1105360984802246,1.0
1,0.8565319180488586,1.0
1,0.8414399027824402,1.0
0,0.6730518937110901,1.0
1,1.2357678413391113,1.0
0,0.9206886887550354,1.0
1,0.6337996125221252,1.0
0,0.6951317191123962,1.0
0,0.5972205996513367,1.0
1,0.818464457988739,1.0
0,0.751797616481781,1.0
0,0.7980374097824097,1.0
1,0.5930618047714233,1.0
0,0.8208977580070496,1.0
0,0.7177359461784363,1.0
1,0.7453413605690002,1.0
0,0.7689358592033386,1.0
1,0.9440013766288757,1.0
1,0.8828513026237488,1.0
0,0.5895606875419617,1.0
1,0.761586606502533,1.0
0,0.6405102610588074,1.0
1,0.9457383751869202,1.0
