True_Label,Predicted,Rounded
1,0.8529531359672546,1.0
0,0.6165483593940735,1.0
1,0.7466661334037781,1.0
0,0.5459861159324646,1.0
1,0.6836491823196411,1.0
1,1.1144351959228516,1.0
0,0.21819068491458893,0.0
1,0.9494615197181702,1.0
0,0.08130303025245667,0.0
1,0.691300094127655,1.0
0,0.08117459714412689,0.0
1,0.5578776597976685,1.0
1,0.23578639328479767,0.0
0,0.18341034650802612,0.0
0,0.34810155630111694,0.0
0,0.506339430809021,1.0
0,0.943161129951477,1.0
0,0.18842880427837372,0.0
1,0.6646824479103088,1.0
1,0.8185250163078308,1.0
0,0.5584411025047302,1.0
1,0.38910824060440063,0.0
1,0.9378647208213806,1.0
1,0.8151198029518127,1.0
1,0.7298963665962219,1.0
0,0.4295195937156677,0.0
1,0.760450005531311,1.0
0,0.13408240675926208,0.0
0,0.5667415261268616,1.0
0,0.26029089093208313,0.0
0,0.0957888662815094,0.0
0,0.14315521717071533,0.0
0,0.12198416888713837,0.0
0,0.31860291957855225,0.0
1,0.4171349108219147,0.0
0,0.13879697024822235,0.0
1,0.7425780892372131,1.0
1,1.2134931087493896,1.0
1,0.7021670341491699,1.0
0,0.08513540029525757,0.0
0,0.5039872527122498,1.0
1,1.1664822101593018,1.0
0,0.0791042372584343,0.0
0,0.5323647260665894,1.0
1,0.7709230184555054,1.0
0,0.2568083107471466,0.0
0,0.08143332600593567,0.0
0,0.4108014702796936,0.0
0,0.15905539691448212,0.0
1,0.6834180355072021,1.0
1,0.8577095866203308,1.0
0,0.21498680114746094,0.0
1,0.8771762251853943,1.0
0,0.0791042372584343,0.0
0,0.41051846742630005,0.0
1,0.7955293655395508,1.0
1,0.6451529860496521,1.0
1,0.8221892714500427,1.0
1,0.6374266743659973,1.0
0,0.19927246868610382,0.0
1,0.7832984328269958,1.0
0,0.31586286425590515,0.0
1,0.5701677203178406,1.0
1,0.41731297969818115,0.0
1,0.41306906938552856,0.0
1,0.8601787686347961,1.0
0,0.0791042372584343,0.0
1,0.8598155379295349,1.0
0,0.17931817471981049,0.0
1,0.6132957935333252,1.0
1,1.0858051776885986,1.0
0,0.11686298251152039,0.0
1,0.8987948298454285,1.0
1,0.3582320213317871,0.0
0,0.14220646023750305,0.0
0,0.8133177757263184,1.0
1,0.7862029671669006,1.0
0,0.24125553667545319,0.0
0,0.18511949479579926,0.0
1,0.44093647599220276,0.0
0,0.4046104848384857,0.0
0,0.11543820798397064,0.0
1,0.9256070256233215,1.0
1,0.16847431659698486,0.0
1,1.078696370124817,1.0
1,0.7207168936729431,1.0
1,0.5584073662757874,1.0
0,0.5293989181518555,1.0
0,0.1435568779706955,0.0
1,0.6594629883766174,1.0
1,1.27107834815979,1.0
1,1.1502680778503418,1.0
0,0.3689526915550232,0.0
0,0.22112946212291718,0.0
1,0.630325973033905,1.0
1,0.8227683901786804,1.0
0,0.22304485738277435,0.0
1,0.966395914554596,1.0
1,0.5558474659919739,1.0
1,0.9925234913825989,1.0
0,0.0791042372584343,0.0
0,0.0817229300737381,0.0
0,0.08883339166641235,0.0
1,0.7035214304924011,1.0
0,0.6355709433555603,1.0
0,0.08124066889286041,0.0
0,0.2794021964073181,0.0
0,0.15052682161331177,0.0
0,0.10691441595554352,0.0
0,0.16512572765350342,0.0
0,0.0791042372584343,0.0
1,0.4000812768936157,0.0
1,0.971199631690979,1.0
1,0.38350361585617065,0.0
0,0.3324599862098694,0.0
0,0.1700957864522934,0.0
1,0.43927818536758423,0.0
0,0.08574368059635162,0.0
0,0.3716493844985962,0.0
1,0.7367135882377625,1.0
1,0.47691580653190613,0.0
1,0.6419313549995422,1.0
1,0.22048354148864746,0.0
0,0.2985386252403259,0.0
0,0.3966138958930969,0.0
1,0.833098828792572,1.0
0,0.2797243893146515,0.0
0,0.22123079001903534,0.0
1,0.5913283228874207,1.0
0,0.0791042372584343,0.0
1,0.28501269221305847,0.0
1,0.6735262274742126,1.0
0,0.16554301977157593,0.0
0,0.5123752951622009,1.0
0,0.23586367070674896,0.0
1,0.6876542568206787,1.0
1,0.7023242115974426,1.0
1,0.9077284336090088,1.0
1,0.47232338786125183,0.0
1,0.38102400302886963,0.0
1,1.0895674228668213,1.0
0,0.29725414514541626,0.0
1,1.0678279399871826,1.0
0,0.6989473700523376,1.0
1,1.0168272256851196,1.0
0,0.2446565479040146,0.0
0,0.37838008999824524,0.0
1,0.7376954555511475,1.0
0,0.492998331785202,0.0
0,0.9429637789726257,1.0
1,0.418491005897522,0.0
0,0.0791042372584343,0.0
0,0.4289087951183319,0.0
1,0.834794819355011,1.0
0,0.18028727173805237,0.0
0,0.25239136815071106,0.0
0,0.4500018060207367,0.0
1,0.6246015429496765,1.0
0,0.40303078293800354,0.0
1,0.6446189284324646,1.0
0,0.0791042372584343,0.0
0,0.27127182483673096,0.0
0,0.3308122158050537,0.0
1,1.0041180849075317,1.0
1,0.5711585879325867,1.0
1,0.5708065629005432,1.0
1,0.8313965201377869,1.0
1,0.24502335488796234,0.0
0,0.2804411053657532,0.0
1,0.7164983153343201,1.0
1,0.8683456778526306,1.0
0,0.19969193637371063,0.0
1,0.49203985929489136,0.0
1,0.7000123858451843,1.0
0,0.155176043510437,0.0
1,0.6697267889976501,1.0
0,0.23366393148899078,0.0
1,0.9096657633781433,1.0
0,0.10441575944423676,0.0
1,0.7668580412864685,1.0
1,0.8146857023239136,1.0
0,0.4447267949581146,0.0
1,0.9158198833465576,1.0
1,0.4829699695110321,0.0
0,0.0791042372584343,0.0
0,0.4193924367427826,0.0
1,0.7331054210662842,1.0
1,0.8312923908233643,1.0
1,0.9345098733901978,1.0
1,0.751362144947052,1.0
0,0.5726176500320435,1.0
0,0.0956806093454361,0.0
1,0.7316311001777649,1.0
0,0.1614164412021637,0.0
0,0.3887302577495575,0.0
