True_Label,Predicted,Rounded
1,0.7808911800384521,1.0
0,0.6988798379898071,1.0
1,0.8058470487594604,1.0
0,0.5875205993652344,1.0
1,0.6824597120285034,1.0
1,0.9866960048675537,1.0
0,0.38910213112831116,0.0
1,0.8646605014801025,1.0
0,0.3782908022403717,0.0
1,0.6828356981277466,1.0
0,0.3051188290119171,0.0
1,0.6377439498901367,1.0
1,0.45853713154792786,0.0
0,0.39678648114204407,0.0
0,0.5395857095718384,1.0
0,0.5533350706100464,1.0
0,0.9494725465774536,1.0
0,0.41770774126052856,0.0
1,0.6615116596221924,1.0
1,0.7740442752838135,1.0
0,0.5537548065185547,1.0
1,0.5561413764953613,1.0
1,0.8296129703521729,1.0
1,0.8128379583358765,1.0
1,0.9298261404037476,1.0
0,0.5585924386978149,1.0
1,0.7642580270767212,1.0
0,0.36035725474357605,0.0
0,0.6865196228027344,1.0
0,0.45010825991630554,0.0
0,0.34921279549598694,0.0
0,0.3849126398563385,0.0
0,0.3861089050769806,0.0
0,0.5181217193603516,1.0
1,0.5243179798126221,1.0
0,0.28867417573928833,0.0
1,0.8152987957000732,1.0
1,0.9774230718612671,1.0
1,0.7228082418441772,1.0
0,0.31959038972854614,0.0
0,0.5894855260848999,1.0
1,0.9845874309539795,1.0
0,0.1644607037305832,0.0
0,0.6120229959487915,1.0
1,0.69734787940979,1.0
0,0.42285075783729553,0.0
0,0.31309619545936584,0.0
0,0.5824090242385864,1.0
0,0.1727716326713562,0.0
1,0.6993441581726074,1.0
1,0.8459699153900146,1.0
0,0.43499085307121277,0.0
1,0.7802139520645142,1.0
0,0.1460215449333191,0.0
0,0.4705866277217865,0.0
1,0.7565672397613525,1.0
1,0.6998488903045654,1.0
1,0.7576041221618652,1.0
1,0.6790269613265991,1.0
0,0.08968403190374374,0.0
1,0.6486829519271851,1.0
0,0.4151970446109772,0.0
1,0.6813758611679077,1.0
1,0.5111997127532959,1.0
1,0.49368664622306824,0.0
1,0.6858291625976562,1.0
0,0.28795376420021057,0.0
1,0.8921706676483154,1.0
0,0.44772598147392273,0.0
1,0.623621940612793,1.0
1,0.9527757167816162,1.0
0,0.3492206335067749,0.0
1,0.7647851705551147,1.0
1,0.5335065126419067,1.0
0,0.3867477476596832,0.0
0,0.7709490060806274,1.0
1,0.7795542478561401,1.0
0,0.547900915145874,1.0
